Target,Source
GABPA,DDX18 
GABPA,DDX24 
GABPA,DDX19A 
GABPA,DDX21 
GABPA,DCAF4 
GABPA,DCTN4 
GABPA,DCTN5 
GABPA,DDRGK1 
GABPA,DDA1 
GABPA,DCP1A 
GABPA,DCP2 
GABPA,DCAKD 
GABPA,DCLRE1C 
GABPA,DCLRE1B 
GABPA,DCAF16 
GABPA,DCAF10 
GABPA,DCAF17 
GABPA,DCAF11 
GABPA,DCAF15 
GABPA,DCAF13 
GABPA,DALRD3 
GABPA,DAZAP2 
GABPA,DBNDD1 
GABPA,DAZAP1 
GABPA,DARS 
GABPA,DAXX 
GABPA,COPS8 
GABPA,CYB561 
GABPA,CST3 
GABPA,CUL4A 
GABPA,CYB561D2 
GABPA,CYB5R4 
GABPA,CUL4B 
GABPA,CWC25 
GABPA,CXADR 
GABPA,CXXC1 
GABPA,CUL7 
GABPA,CUL9 
GABPA,CUL1 
GABPA,CSTF1 
GABPA,CTRL 
GABPA,CUL3 
GABPA,CTSO 
GABPA,CTTN 
GABPA,CSTF2 
GABPA,CTF1 
GABPA,CTNNBL1 
GABPA,CTR9 
GABPA,CSTF2T 
GABPA,CTDP1 
GABPA,CSTF3 
GABPA,CTDNEP1 
GABPA,COQ10B 
GABPA,CSPP1 
GABPA,CPSF7 
GABPA,CSAD 
GABPA,CSGALNACT2 
GABPA,CSNK1G1 
GABPA,CSNK1A1 
GABPA,CSNK1D 
GABPA,CRKL 
GABPA,CRLF3 
GABPA,CPT2 
GABPA,CRIPT 
GABPA,CREB3 
GABPA,COQ4 
GABPA,COX5B 
GABPA,CPSF1 
GABPA,CPEB3 
GABPA,COQ6 
GABPA,COX15 
GABPA,COX20 
GABPA,CORO1A 
GABPA,CORO1C 
GABPA,COX10 
GABPA,CAP1 
GABPA,CCT5 
GABPA,COPB2 
GABPA,ATP11A 
GABPA,COG4 
GABPA,CHMP5 
GABPA,COG7 
GABPA,COMT 
GABPA,COPA 
GABPA,COG2 
GABPA,CNPPD1 
GABPA,CNPY3 
GABPA,CMTM6 
GABPA,CNDP2 
GABPA,CKS1B 
GABPA,CHORDC1 
GABPA,CLPX 
GABPA,CLTC 
GABPA,CLSPN 
GABPA,CLTB 
GABPA,CKS2 
GABPA,CLN5 
GABPA,CLPP 
GABPA,CLPTM1 
GABPA,CLK3 
GABPA,CLASP1 
GABPA,CLASRP 
GABPA,CLCN6 
GABPA,CHPF 
GABPA,CKLF 
GABPA,CIDEB 
GABPA,CKAP2 
GABPA,CIR1 
GABPA,CHPF2 
GABPA,CHUK 
GABPA,CIAO1 
GABPA,CIAPIN1 
GABPA,CHRD 
GABPA,CHST2 
GABPA,CHMP1B 
GABPA,ATMIN 
GABPA,CHCHD2 
GABPA,CHMP2A 
GABPA,CHML 
GABPA,CHMP1A 
GABPA,CHKB 
GABPA,CHERP 
GABPA,CHFR 
GABPA,CENPJ 
GABPA,CGGBP1 
GABPA,CFLAR 
GABPA,CFDP1 
GABPA,CFL1 
GABPA,CENPT 
GABPA,CEP55 
GABPA,CEP57 
GABPA,CEP104 
GABPA,CEP41 
GABPA,CEP135 
GABPA,CEP164 
GABPA,CCT7 
GABPA,CELF1 
GABPA,CDK7 
GABPA,CDK9 
GABPA,CEACAM21 
GABPA,CDKL3 
GABPA,CDKN2AIP 
GABPA,CDK4 
GABPA,CDK5RAP1 
GABPA,CDK5RAP3 
GABPA,CDK13 
GABPA,CDK2AP2 
GABPA,CDK17 
GABPA,CCT8 
GABPA,CDH15 
GABPA,CDC37 
GABPA,CDC45 
GABPA,CDC37L1 
GABPA,CDC42SE1 
GABPA,CCZ1 
GABPA,CDC123 
GABPA,CDC16 
GABPA,CDC20 
GABPA,CCZ1B 
GABPA,CD164 
GABPA,CD33 
GABPA,CAPN10 
GABPA,CAPN3 
GABPA,CCNT1 
GABPA,CCP110 
GABPA,CCDC9 
GABPA,CCNH 
GABPA,CCNL1 
GABPA,CCND3 
GABPA,CCDC94 
GABPA,CCDC57 
GABPA,CCDC82 
GABPA,CCDC71 
GABPA,CCDC25 
GABPA,CCDC47 
GABPA,CCDC51 
GABPA,CCDC53 
GABPA,CCDC28A 
GABPA,CCDC40 
GABPA,CAPNS1 
GABPA,CCDC15 
GABPA,CC2D1A 
GABPA,CCDC134 
GABPA,CCDC121 
GABPA,CCDC102B 
GABPA,CAPRIN2 
GABPA,CBLL1 
GABPA,CBR4 
GABPA,CATSPERG 
GABPA,CBLB 
GABPA,CBFA2T2 
GABPA,CBFB 
GABPA,CARD8 
GABPA,CASKIN2 
GABPA,CASP3 
GABPA,CASP8 
GABPA,CASC1 
GABPA,CARS 
GABPA,C9orf78 
GABPA,CANX 
GABPA,ATP13A1 
GABPA,CAMTA1 
GABPA,CANT1 
GABPA,CAMKMT 
GABPA,CALR 
GABPA,CACFD1 
GABPA,CACNA1F 
GABPA,CACNB1 
GABPA,CAAP1 
GABPA,CAB39 
GABPA,C9orf3 
GABPA,C9orf16 
GABPA,C8orf44 
GABPA,C7orf49 
GABPA,C7orf26 
GABPA,C6orf120 
GABPA,C5orf22 
GABPA,C2orf42 
GABPA,C2orf68 
GABPA,C21orf33 
GABPA,C2CD3 
GABPA,C21orf59 
GABPA,C22orf46 
GABPA,C1orf174 
GABPA,C1orf54 
GABPA,C1orf216 
GABPA,C18orf25 
GABPA,C19orf60 
GABPA,C18orf8 
GABPA,C17orf62 
GABPA,ATP2C1 
GABPA,BRD7 
GABPA,C17orf75 
GABPA,C17orf53 
GABPA,C16orf58 
GABPA,C16orf71 
GABPA,C16orf59 
GABPA,C14orf79 
GABPA,C12orf29 
GABPA,BRD9 
GABPA,C10orf76 
GABPA,C10orf88 
GABPA,C12orf10 
GABPA,C11orf21 
GABPA,C11orf49 
GABPA,BUD31 
GABPA,C10orf2 
GABPA,BRF1 
GABPA,BYSL 
GABPA,BZW1 
GABPA,BRF2 
GABPA,BTBD1 
GABPA,BTK 
GABPA,BRIX1 
GABPA,ATP5C1 
GABPA,BCAS2 
GABPA,BORA 
GABPA,BRAP 
GABPA,BPGM 
GABPA,BPNT1 
GABPA,BLZF1 
GABPA,BMP8B 
GABPA,BMS1 
GABPA,BFAR 
GABPA,BLM 
GABPA,BID 
GABPA,BIN3 
GABPA,BCL10 
GABPA,BECN1 
GABPA,BET1L 
GABPA,BCR 
GABPA,BCL2L1 
GABPA,BCL2L13 
GABPA,BCLAF1 
GABPA,BAG4 
GABPA,BBIP1 
GABPA,ATP5J 
GABPA,AVL9 
GABPA,BAG5 
GABPA,BANP 
GABPA,BAG6 
GABPA,BANF1 
GABPA,B3GAT3 
GABPA,BACE1 
GABPA,BACH1 
GABPA,AZI2 
GABPA,B3GALT4 
GABPA,ATP9B 
GABPA,AURKAIP1 
GABPA,AURKC 
GABPA,ATP6AP2 
GABPA,ATXN7L3B 
GABPA,ATXN2L 
GABPA,ATP6V0A2 
GABPA,ATP6V1G2 
GABPA,ATP7A 
GABPA,ATP6V1D 
GABPA,ATP6V0B 
GABPA,ATP6V0C 
GABPA,ATP6V0D1 
GABPA,ASCC2 
GABPA,ATG5 
GABPA,ARFRP1 
GABPA,ATG7 
GABPA,ATIC 
GABPA,ASMT 
GABPA,ATG2B 
GABPA,ATF1 
GABPA,ATG3 
GABPA,ATF4 
GABPA,ATG16L1 
GABPA,ATF7IP2 
GABPA,ATG13 
GABPA,ASPSCR1 
GABPA,ATAD2B 
GABPA,ATAT1 
GABPA,ASTE1 
GABPA,ASXL1 
GABPA,ASXL2 
GABPA,ARPC5 
GABPA,ASB6 
GABPA,ARHGAP1 
GABPA,ARPC5L 
GABPA,ASB1 
GABPA,ARVCF 
GABPA,ASAH1 
GABPA,ARL6IP4 
GABPA,ARPC3 
GABPA,ARPC4 
GABPA,ARPC2 
GABPA,ARMC6 
GABPA,ARMC7 
GABPA,ARL4A 
GABPA,ARHGAP22 
GABPA,ARID3B 
GABPA,ARIH2 
GABPA,ARL2 
GABPA,ARHGEF10L 
GABPA,ARHGEF12 
GABPA,ARHGAP4 
GABPA,ARHGDIA 
GABPA,AP4M1 
GABPA,APPL2 
GABPA,APTX 
GABPA,ARFIP2 
GABPA,ARF4 
GABPA,ARFGAP1 
GABPA,AP5M1 
GABPA,APEH 
GABPA,APH1A 
GABPA,APOM 
GABPA,APC 
GABPA,APBA3 
GABPA,APBB2 
GABPA,AP2S1 
GABPA,AP4E1 
GABPA,AP3B1 
GABPA,AP3S1 
GABPA,AP3B2 
GABPA,AP3D1 
GABPA,AP1G2 
GABPA,AP1B1 
GABPA,ANXA11 
GABPA,AP1AR 
GABPA,ANKS1A 
GABPA,ALG8 
GABPA,ANKRD40 
GABPA,ANKMY1 
GABPA,ANKRA2 
GABPA,ANKRD10 
GABPA,ANAPC13 
GABPA,ANAPC2 
GABPA,ANGEL2 
GABPA,ANG 
GABPA,ALOX12P2 
GABPA,ALKBH4 
GABPA,ALMS1 
GABPA,AIDA 
GABPA,ALDH7A1 
GABPA,ALDOA 
GABPA,AKIRIN2 
GABPA,AKTIP 
GABPA,AIMP2 
GABPA,AKAP8 
GABPA,AKAP10 
GABPA,AKAP17A 
GABPA,AGL 
GABPA,AHSA1 
GABPA,AHSA2 
GABPA,AGPAT3 
GABPA,AHCYL2 
GABPA,AEN 
GABPA,AGBL2 
GABPA,AGBL5 
GABPA,AGK 
GABPA,AFF4 
GABPA,AFTPH 
GABPA,AGAP2 
GABPA,ACIN1 
GABPA,ADPGK 
GABPA,ADO 
GABPA,ADAT1 
GABPA,ADAM10 
GABPA,ADAM17 
GABPA,ADAMTS13 
GABPA,ACTR8 
GABPA,ACVR2A 
GABPA,ACO2 
GABPA,ACTR2 
GABPA,ACTR6 
GABPA,ACTR3 
GABPA,ACOT13 
GABPA,ACTB 
GABPA,ACOT8 
GABPA,ACOX1 
GABPA,ACOX3 
GABPA,ABCG5 
GABPA,ACBD3 
GABPA,ABHD8 
GABPA,ABI2 
GABPA,ABCD1 
GABPA,ABCF1 
GABPA,AAGAB 
GABPA,ABCC10 
GABPA,AATF 
GABPB1,CIC 
GABPB1,ATF1 
GABPB1,LMO3 
GABPB1,HCFC1 
GABPB1,GABPA 
GABPB1,FANCG 
GABPB1,RYBP 
GABPB1,YAF2 
GABPB1,USO1 
GABPB1,TDRD7 
GATA1,HSPA4 
GATA1,HEY1 
GATA1,HDAC5 
GATA1,LMO2 
GATA1,FLI1 
GATA1,CREBBP 
GATA1,CEBPE 
GATA1,AKT1 
GATA1,CASP3 
GATA1,MAPK3 
GATA1,MAPK1 
GATA1,MED1 
GATA1,STAT3 
GATA1,SPI1 
GATA1,ZBTB16 
GATA1,ZFPM2 
GATA1,C1GALT1 
GATA1,FAM186A 
GATA1,FAM193B 
GATA1,FERMT2 
GATA1,FBXO11 
GATA1,FAM50B 
GATA1,FAM76A 
GATA1,FAM53B 
GATA1,FAM65A 
GATA1,CNPPD1 
GATA1,ERI3 
GATA1,EHMT2 
GATA1,FABP1 
GATA1,FAM110D 
GATA1,FAM117A 
GATA1,ERMAP 
GATA1,EVC 
GATA1,EYA1 
GATA1,ETV2 
GATA1,ESRRA 
GATA1,ESRRG 
GATA1,ETV1 
GATA1,ENO1 
GATA1,EPS8L3 
GATA1,EIF2B2 
GATA1,ERF 
GATA1,EPOR 
GATA1,EPB41 
GATA1,EPO 
GATA1,EMP3 
GATA1,EN1 
GATA1,ENC1 
GATA1,EIF4G1 
GATA1,ELAVL2 
GATA1,ELK4 
GATA1,EHF 
GATA1,DTNA 
GATA1,EDC4 
GATA1,EHBP1 
GATA1,EEF1A2 
GATA1,EFNA3 
GATA1,EBP 
GATA1,ECM1 
GATA1,EDA 
GATA1,DUSP5 
GATA1,DUSP1 
GATA1,DUSP10 
GATA1,DUSP2 
GATA1,DNMT3A 
GATA1,DSPP 
GATA1,DOLK 
GATA1,DNTT 
GATA1,DOK3 
GATA1,DLAT 
GATA1,DNASE1L1 
GATA1,DNAJB2 
GATA1,DLG1 
GATA1,CXCL9 
GATA1,DIAPH3 
GATA1,DICER1 
GATA1,DIP2A 
GATA1,DENR 
GATA1,DEPTOR 
GATA1,DENND2D 
GATA1,DCTN5 
GATA1,CXCR3 
GATA1,DCTN3 
GATA1,DCAF16 
GATA1,DCAF7 
GATA1,DCP2 
GATA1,CXCR5 
GATA1,DAAM1 
GATA1,DBT 
GATA1,CXorf57 
GATA1,CREB3 
GATA1,CXCL6 
GATA1,CUL9 
GATA1,CXCL13 
GATA1,CSPG4 
GATA1,CSRNP3 
GATA1,CSRP2 
GATA1,CREM 
GATA1,CSF2 
GATA1,COPS7A 
GATA1,CPNE1 
GATA1,CORO2A 
GATA1,COX7C 
GATA1,CPEB1 
GATA1,COL4A3 
GATA1,COLEC11 
GATA1,COPG1 
GATA1,COL9A2 
GATA1,CERK 
GATA1,CHRM5 
GATA1,CLCN3 
GATA1,CLIC5 
GATA1,CIC 
GATA1,CHST11 
GATA1,CHST4 
GATA1,CHSY1 
GATA1,CHAT 
GATA1,CHPT1 
GATA1,CHRM4 
GATA1,CHMP2A 
GATA1,CHCHD7 
GATA1,CHD1 
GATA1,CHD8 
GATA1,CEND1 
GATA1,CDK16 
GATA1,CEP63 
GATA1,CDK5R2 
GATA1,CELF3 
GATA1,CDK6 
GATA1,CDKL3 
GATA1,CEBPB 
GATA1,CD3EAP 
GATA1,CDC6 
GATA1,CD59 
GATA1,CD96 
GATA1,CCDC33 
GATA1,CCL27 
GATA1,CCNG2 
GATA1,CD226 
GATA1,CCDC85B 
GATA1,CCDC6 
GATA1,CCDC82 
GATA1,CAP1 
GATA1,CAPN1 
GATA1,CAST 
GATA1,CBX5 
GATA1,CACNB4 
GATA1,CALD1 
GATA1,CAMSAP2 
GATA1,CACNB2 
GATA1,C9orf3 
GATA1,CA9 
GATA1,CACNA1E 
GATA1,C3AR1 
GATA1,C1orf54 
GATA1,C5orf30 
GATA1,C1orf61 
GATA1,C22orf24 
GATA1,C2orf42 
GATA1,C20orf27 
GATA1,BLVRB 
GATA1,SCRIB 
GATA1,C11orf71 
GATA1,BMP6 
GATA1,BTG2 
GATA1,BTRC 
GATA1,BRD2 
GATA1,BMPR1A 
GATA1,BMPR1B 
GATA1,BCL7B 
GATA1,ASTE1 
GATA1,ATXN7L3B 
GATA1,BCR 
GATA1,BDNF 
GATA1,AUP1 
GATA1,BBS10 
GATA1,BBX 
GATA1,BCL11A 
GATA1,BAZ2B 
GATA1,B3GNT3 
GATA1,B4GALT4 
GATA1,BAD 
GATA1,ATP5H 
GATA1,ATXN7 
GATA1,ATF3 
GATA1,ATP6V1G2 
GATA1,ATP8B2 
GATA1,ATP8A1 
GATA1,ATG3 
GATA1,ATP1A1 
GATA1,ATP2B3 
GATA1,ATP5G3 
GATA1,ATP11A 
GATA1,ATM 
GATA1,APBB2 
GATA1,AGPAT1 
GATA1,ASAP1 
GATA1,APIP 
GATA1,ARHGEF10L 
GATA1,ARL4A 
GATA1,ARL6IP1 
GATA1,ARC 
GATA1,AQP4 
GATA1,AQP8 
GATA1,ANGPT2 
GATA1,AOC3 
GATA1,AIFM1 
GATA1,ANK2 
GATA1,ANXA9 
GATA1,ANKRD1 
GATA1,ANKRD40 
GATA1,AKAP7 
GATA1,ANGPT1 
GATA1,ALOXE3 
GATA1,ALDH18A1 
GATA1,ALDH1A1 
GATA1,ADCY6 
GATA1,ABCG5 
GATA1,ADM 
GATA1,AFF2 
GATA1,ADRB2 
GATA1,ADRM1 
GATA1,ABL1 
GATA1,ACTN2 
GATA1,ADAM10 
GATA1,ACTL7A 
GATA1,ACIN1 
GATA1,ABCC5 
GATA1,ABCF3 
GATA1,ABCB7 
GATA1,POU2F3 
GATA1,REPIN1 
GATA1,RYBP 
GATA1,S100A13 
GATA1,SCAMP3 
GATA1,SAP30 
GATA1,SCAI 
GATA1,RUSC1 
GATA1,RETSAT 
GATA1,RORA 
GATA1,RSRC1 
GATA1,RUNX1T1 
GATA1,RTF1 
GATA1,RTN4 
GATA1,RPAP1 
GATA1,RPS25 
GATA1,RRM1 
GATA1,RPL23A 
GATA1,RPL8 
GATA1,RPS17 
GATA1,RMI1 
GATA1,ROBO1 
GATA1,ROR1 
GATA1,REV3L 
GATA1,RNF123 
GATA1,RNF38 
GATA1,RFX1 
GATA1,RHCG 
GATA1,RFX7 
GATA1,RAB31 
GATA1,RBMS2 
GATA1,POU3F4 
GATA1,PTH 
GATA1,REN 
GATA1,RAB33B 
GATA1,RARB 
GATA1,RBM39 
GATA1,RBM41 
GATA1,RAI14 
GATA1,RAB5B 
GATA1,RABGAP1L 
GATA1,PYROXD1 
GATA1,R3HDM4 
GATA1,RAB1B 
GATA1,PTMS 
GATA1,PYY 
GATA1,PTN 
GATA1,PTPRO 
GATA1,PVALB 
GATA1,PTPRB 
GATA1,PTPN12 
GATA1,PTPN7 
GATA1,PSIP1 
GATA1,PTGIR 
GATA1,POU4F2 
GATA1,PRKAG1 
GATA1,PSMC6 
GATA1,PTEN 
GATA1,PRKRA 
GATA1,PRSS22 
GATA1,PSAP 
GATA1,PROX1 
GATA1,PRPS1L1 
GATA1,PRKAB1 
GATA1,PPA1 
GATA1,PRDM1 
GATA1,PRG3 
GATA1,PPP1R37 
GATA1,PPP2R3A 
GATA1,PPARG 
GATA1,PPP1R12B 
GATA1,PKLR 
GATA1,PLG 
GATA1,PDLIM7 
GATA1,PMEL 
GATA1,PNMT 
GATA1,PKNOX2 
GATA1,PLEKHG6 
GATA1,PLAGL2 
GATA1,PLEKHA8P1 
GATA1,PLEKHA4 
GATA1,ETV4 
GATA1,PDZRN4 
GATA1,PIKFYVE 
GATA1,PKD2L2 
GATA1,PITX2 
GATA1,PF4 
GATA1,PIGL 
GATA1,PIGT 
GATA1,PIGV 
GATA1,PHACTR2 
GATA1,PCDH9 
GATA1,PDLIM4 
GATA1,NUDT21 
GATA1,OSGIN1 
GATA1,PDE4B 
GATA1,PDE1A 
GATA1,OXCT1 
GATA1,PCDH11X 
GATA1,PCDH7 
GATA1,PAX6 
GATA1,PAPOLA 
GATA1,PAPPA 
GATA1,PARN 
GATA1,OSBPL7 
GATA1,NUDT4 
GATA1,OR5I1 
GATA1,NXPH4 
GATA1,NXT2 
GATA1,OAZ1 
GATA1,NMNAT2 
GATA1,NREP 
GATA1,MYO1C 
GATA1,NRG1 
GATA1,NRP2 
GATA1,NNAT 
GATA1,NR2F2 
GATA1,NR5A1 
GATA1,NRAS 
GATA1,NPHS1 
GATA1,NR1H3 
GATA1,NR0B1 
GATA1,NR0B2 
GATA1,NEBL 
GATA1,NISCH 
GATA1,MYOT 
GATA1,NEDD4 
GATA1,NFKB1 
GATA1,NEUROG3 
GATA1,MYT1 
GATA1,NDST2 
GATA1,NDUFA4L2 
GATA1,NDUFB11 
GATA1,NCAPD2 
GATA1,NCDN 
GATA1,MYF6 
GATA1,MTX2 
GATA1,MYH13 
GATA1,MYH9 
GATA1,MYBL2 
GATA1,MYCBP2 
GATA1,MYF5 
GATA1,MYBPC3 
GATA1,MRPS10 
GATA1,MKLN1 
GATA1,MRPS18B 
GATA1,MRPS33 
GATA1,MLH1 
GATA1,MOSPD1 
GATA1,MOGAT2 
GATA1,IQGAP1 
GATA1,LPAR4 
GATA1,FGF13 
GATA1,FEV 
GATA1,SCRN1 
GATA1,SEC13 
GATA1,LPP 
GATA1,MIPEP 
GATA1,MID1 
GATA1,MEGF8 
GATA1,MAP7D1 
GATA1,MFF 
GATA1,MC5R 
GATA1,MCF2 
GATA1,MBNL1 
GATA1,MASP1 
GATA1,MATN1 
GATA1,MBD1 
GATA1,LYPLA2 
GATA1,MAP4K5 
GATA1,LRP2 
GATA1,MAD2L1BP 
GATA1,LTBP4 
GATA1,LSP1 
GATA1,LRRC37A3 
GATA1,IRAK1 
GATA1,LMO1 
GATA1,LPAR2 
GATA1,LOC441204 
GATA1,LMO3 
GATA1,LMTK2 
GATA1,LMX1B 
GATA1,IRS1 
GATA1,KLF5 
GATA1,LMCD1 
GATA1,LGALS4 
GATA1,LIFR 
GATA1,LBR 
GATA1,LCAT 
GATA1,LAMB1 
GATA1,LAD1 
GATA1,LAMA4 
GATA1,KLHL18 
GATA1,KRT2 
GATA1,KLHL28 
GATA1,KLK12 
GATA1,KLF4 
GATA1,ITGA10 
GATA1,KCNN2 
GATA1,KIF26B 
GATA1,KLF1 
GATA1,KLC2 
GATA1,KCNN3 
GATA1,KIAA0319L 
GATA1,KDM3B 
GATA1,KCTD12 
GATA1,KBTBD4 
GATA1,KCNJ3 
GATA1,KCNK3 
GATA1,ITGA3 
GATA1,KCND1 
GATA1,KCNJ2 
GATA1,ITSN1 
GATA1,KAT6B 
GATA1,KAZN 
GATA1,KAT5 
GATA1,JUN 
GATA1,KANK2 
GATA1,HBZ 
GATA1,INTS6 
GATA1,HOXD9 
GATA1,IL1RL1 
GATA1,IPO4 
GATA1,IL22 
GATA1,INSR 
GATA1,IL3 
GATA1,ING4 
GATA1,IL4 
GATA1,IMPG1 
GATA1,IGF2-AS 
GATA1,IL1RAPL1 
GATA1,HPSE2 
GATA1,IHH 
GATA1,IKZF5 
GATA1,IKZF2 
GATA1,IKZF4 
GATA1,HPX 
GATA1,ID2 
GATA1,IDH3G 
GATA1,IFT74 
GATA1,HTR7P1 
GATA1,HSPA9 
GATA1,HSPBP1 
GATA1,HTR1B 
GATA1,HOXB6 
GATA1,HOXD10 
GATA1,HDAC9 
GATA1,HNRNPC 
GATA1,HOXC11 
GATA1,HOXC13 
GATA1,HOXC8 
GATA1,HOXA7 
GATA1,HOXB1 
GATA1,HOXA6 
GATA1,HOXA5 
GATA1,HLTF 
GATA1,HNMT 
GATA1,HNRNPA0 
GATA1,HELZ 
GATA1,HMBOX1 
GATA1,HMBS 
GATA1,HINT1 
GATA1,HIVEP1 
GATA1,HK1 
GATA1,HIC1 
GATA1,HES1 
GATA1,HHEX 
GATA1,HAO1 
GATA1,HAPLN2 
GATA1,GRIA2 
GATA1,GUCA1B 
GATA1,GYPC 
GATA1,GRID2 
GATA1,GRIN2B 
GATA1,ETV3 
GATA1,GPX5 
GATA1,GRAMD3 
GATA1,GMPPA 
GATA1,GPX1 
GATA1,GPR21 
GATA1,GNA11 
GATA1,GPC3 
GATA1,GP6 
GATA1,GNL2 
GATA1,GDPD3 
GATA1,GATA1 
GATA1,GFOD1 
GATA1,GKN1 
GATA1,GHR 
GATA1,GATA2 
GATA1,GCNT2 
GATA1,GDAP2 
GATA1,GDNF 
GATA1,GCH1 
GATA1,GATA6 
GATA1,GBX2 
GATA1,GCDH 
GATA1,FTSJ1 
GATA1,GALNT6 
GATA1,GALK1 
GATA1,FZD4 
GATA1,GABARAP 
GATA1,FOXO4 
GATA1,FOXO3 
GATA1,FOXN3 
GATA1,FOS 
GATA1,FGF1 
GATA1,FGF8 
GATA1,FMOD 
GATA1,FLT1 
GATA1,FKBP2 
GATA1,FKBP8 
GATA1,FLG 
GATA1,FKBP10 
GATA1,FGG 
GATA1,SEMA3G 
GATA1,ZEB1 
GATA1,SCG2 
GATA1,ZFAND3 
GATA1,ZNF536 
GATA1,ZNF692 
GATA1,ZNHIT6 
GATA1,ZNF652 
GATA1,ZNF609 
GATA1,ZNF282 
GATA1,ZFHX4 
GATA1,ZNF408 
GATA1,ZIC4 
GATA1,ZMYND8 
GATA1,ZFPM2 
GATA1,ZFR 
GATA1,YIF1A 
GATA1,TBX4 
GATA1,ZDHHC17 
GATA1,ZBTB7C 
GATA1,ZCCHC6 
GATA1,ZCCHC8 
GATA1,ZBTB33 
GATA1,ZBTB39 
GATA1,WNT11 
GATA1,XPO1 
GATA1,VTI1B 
GATA1,YARS 
GATA1,WTAP 
GATA1,WRAP53 
GATA1,WRN 
GATA1,WDR6 
GATA1,WNT1 
GATA1,UROD 
GATA1,VPS41 
GATA1,VSNL1 
GATA1,VEGFB 
GATA1,VKORC1 
GATA1,VAMP3 
GATA1,USP39 
GATA1,USP7 
GATA1,UPK3B 
GATA1,UQCRQ 
GATA1,UGP2 
GATA1,UNC45A 
GATA1,UBE2G2 
GATA1,UBXN7 
GATA1,UCHL3 
GATA1,UCKL1 
GATA1,UBE2M 
GATA1,UBN1 
GATA1,TRIM66 
GATA1,TTK 
GATA1,TCF4 
GATA1,TUBB3 
GATA1,TXLNG 
GATA1,TUBB4B 
GATA1,TUT1 
GATA1,TTBK2 
GATA1,TTC19 
GATA1,TSEN34 
GATA1,TRAPPC2 
GATA1,TRIM44 
GATA1,TOR1AIP1 
GATA1,TRIM15 
GATA1,TREH 
GATA1,TOX3 
GATA1,TRADD 
GATA1,TRAIP 
GATA1,TRAK1 
GATA1,TRA2A 
GATA1,TP53 
GATA1,TP63 
GATA1,TPM1 
GATA1,TNFRSF1B 
GATA1,TDRD7 
GATA1,TNFRSF4 
GATA1,TNN 
GATA1,TNFSF9 
GATA1,TNK2 
GATA1,TMEM204 
GATA1,TMOD3 
GATA1,TNFAIP8 
GATA1,TMEM209 
GATA1,TMEM30A 
GATA1,TMEM63A 
GATA1,TGIF2 
GATA1,TMEM109 
GATA1,TLX1 
GATA1,THAP10 
GATA1,TLE3 
GATA1,TEK 
GATA1,TFAM 
GATA1,TFAP4 
GATA1,TGFB1 
GATA1,TEX11 
GATA1,TERF2IP 
GATA1,STOML2 
GATA1,SEMA6A 
GATA1,TBC1D16 
GATA1,TBPL1 
GATA1,TBX3 
GATA1,STX4 
GATA1,SYTL2 
GATA1,TAB2 
GATA1,SYNE2 
GATA1,SYNJ1 
GATA1,SRSF1 
GATA1,STC1 
GATA1,SPN 
GATA1,ST6GAL1 
GATA1,SSR3 
GATA1,ST3GAL6 
GATA1,SPOCK3 
GATA1,SRR 
GATA1,SRRD 
GATA1,SRGAP3 
GATA1,SPRY2 
GATA1,SPTBN4 
GATA1,SPDEF 
GATA1,SORBS1 
GATA1,SORBS3 
GATA1,SOX3 
GATA1,SP1 
GATA1,SOX2 
GATA1,SOX11 
GATA1,SOX14 
GATA1,SOX15 
GATA1,SNX17 
GATA1,SOAT2 
GATA1,SMAD7 
GATA1,SNAP29 
GATA1,9-Sep 
GATA1,SNAPC5 
GATA1,SNCA 
GATA1,SMG7 
GATA1,SMO 
GATA1,SMARCD1 
GATA1,SMG5 
GATA1,SMC3 
GATA1,SMC5 
GATA1,SLC9A3R2 
GATA1,SMAD5-AS1 
GATA1,SMAD6 
GATA1,SLC27A3 
GATA1,SMAD5 
GATA1,SLCO2B1 
GATA1,SLN 
GATA1,SLC29A1 
GATA1,SLC7A11 
GATA1,SLC3A2 
GATA1,SLC2A1 
GATA1,SERPINE2 
GATA1,SIX2 
GATA1,SLC25A11 
GATA1,SLC26A3 
GATA1,SLC25A31 
GATA1,SLC25A4 
GATA1,SLC18A3 
GATA1,SLC23A2 
GATA1,SLC12A4 
GATA1,SLC18A1 
GATA1,SLC12A6 
GATA1,SLC14A1 
GATA1,SETBP1 
GATA1,SIM2 
GATA1,SIRT6 
GATA1,SH3TC2 
GATA1,SHANK1 
GATA1,SF3B2 
GATA1,SFPQ 
GATA1,SFRP5 
GATA1,FCGR2C 
GATA1,SCN9A 
GATA2,MYH13 
GATA2,MYL12A 
GATA2,NBPF1 
GATA2,NCDN 
GATA2,NCLN 
GATA2,NMNAT2 
GATA2,NNAT 
GATA2,NOS3 
GATA2,NREP 
GATA2,NEMF 
GATA2,NFE2 
GATA2,NFX1 
GATA2,HOXD4 
GATA2,HPD 
GATA2,HPSE2 
GATA2,MLH1 
GATA2,MTX2 
GATA2,MYF5 
GATA2,MRPL34 
GATA2,MOGAT2 
GATA2,MAP4K5 
GATA2,MAPKAPK5 
GATA2,MID1 
GATA2,MEGF8 
GATA2,MGAT3 
GATA2,MECP2 
GATA2,MASP1 
GATA2,MATN1 
GATA2,MDH1 
GATA2,LRP1 
